"fDOY","CO2","CH4","PIECETAG","Volume","AmbT_C","Flag_CH4","Flag_CO2","CH4_notes","CO2_notes"
215.525243055556,987.6899,2.03343,"150265A",0.00011829,30.67155,"Y","Y","",""
215.525289351852,993.2819,2.033453,"150265A",0.00011829,30.6723,"Y","Y","",""
215.525347222222,999.6048,2.033972,"150265A",0.00011829,30.67402,"Y","Y","",""
215.525405092593,1004.371,2.033291,"150265A",0.00011829,30.67503,"Y","Y","",""
215.525462962963,1010.255,2.033715,"150265A",0.00011829,30.68127,"Y","Y","",""
215.525520833333,1015.597,2.033424,"150265A",0.00011829,30.69068,"Y","Y","",""
215.525578703704,1020.709,2.033115,"150265A",0.00011829,30.69044,"Y","Y","",""
215.525636574074,1026.547,2.033088,"150265A",0.00011829,30.69617,"Y","Y","",""
215.525694444444,1031.929,2.032382,"150265A",0.00011829,30.70029,"Y","Y","",""
215.526759259259,685.8134,2.023764,"101443A",0.00011829,30.77104,"Y","Y","",""
215.52681712963,611.0427,2.023977,"101443A",0.00011829,30.78239,"Y","Y","",""
215.526875,594.5771,2.024729,"101443A",0.00011829,30.78769,"Y","Y","",""
215.52693287037,608.44,2.023886,"101443A",0.00011829,30.79498,"Y","Y","",""
215.526990740741,623.8695,2.024022,"101443A",0.00011829,30.80298,"Y","Y","",""
215.527048611111,637.3928,2.023985,"101443A",0.00011829,30.8021,"Y","Y","",""
215.527106481481,649.7964,2.024798,"101443A",0.00011829,30.80509,"Y","Y","",""
215.527164351852,661.0536,2.025528,"101443A",0.00011829,30.80534,"Y","Y","",""
215.527222222222,671.3358,2.025576,"101443A",0.00011829,30.80895,"Y","Y","",""
215.527268518519,681.0286,2.025032,"101443A",0.00011829,30.81279,"Y","Y","",""
215.527326388889,690.232,2.025829,"101443A",0.00011829,30.81796,"Y","Y","",""
215.527384259259,699.0596,2.025395,"101443A",0.00011829,30.81801,"Y","Y","",""
215.52744212963,707.2605,2.025742,"101443A",0.00011829,30.82087,"Y","Y","",""
215.5275,715.6771,2.026837,"101443A",0.00011829,30.8153,"Y","Y","",""
215.52755787037,723.6368,2.026997,"101443A",0.00011829,30.81267,"Y","Y","",""
215.527615740741,730.8843,2.027071,"101443A",0.00011829,30.81809,"Y","Y","",""
215.527673611111,737.8553,2.027646,"101443A",0.00011829,30.82144,"Y","Y","",""
215.527719907407,744.7346,2.027936,"101443A",0.00011829,30.81757,"Y","Y","",""
215.527777777778,751.5263,2.028506,"101443A",0.00011829,30.81658,"Y","Y","",""
215.527835648148,757.9633,2.028786,"101443A",0.00011829,30.81679,"Y","Y","",""
215.527893518519,764.8433,2.029119,"101443A",0.00011829,30.81538,"Y","Y","",""
215.527951388889,770.5174,2.028773,"101443A",0.00011829,30.82095,"Y","Y","",""
215.528009259259,776.4688,2.028868,"101443A",0.00011829,30.81454,"Y","Y","",""
215.52806712963,782.5402,2.028644,"101443A",0.00011829,30.81317,"Y","Y","",""
215.528125,788.5206,2.029767,"101443A",0.00011829,30.81863,"Y","Y","",""
215.52818287037,793.752,2.029331,"101443A",0.00011829,30.81818,"Y","Y","",""
215.528229166667,799.4194,2.029556,"101443A",0.00011829,30.81206,"Y","Y","",""
215.528287037037,804.8838,2.029885,"101443A",0.00011829,30.80668,"Y","Y","",""
215.528344907407,810.2852,2.030745,"101443A",0.00011829,30.80037,"Y","Y","",""
215.528402777778,815.6335,2.030261,"101443A",0.00011829,30.79964,"Y","Y","",""
215.528460648148,820.5826,2.029862,"101443A",0.00011829,30.79657,"Y","Y","",""
215.528518518519,825.9057,2.030163,"101443A",0.00011829,30.79556,"Y","Y","",""
215.528576388889,830.9486,2.030632,"101443A",0.00011829,30.79019,"Y","Y","",""
215.528634259259,835.802,2.030513,"101443A",0.00011829,30.79037,"Y","Y","",""
215.52869212963,840.3832,2.031473,"101443A",0.00011829,30.79774,"Y","Y","",""
215.528738425926,845.1303,2.030989,"101443A",0.00011829,30.79097,"Y","Y","",""
215.528796296296,850.0551,2.030159,"101443A",0.00011829,30.79486,"Y","Y","",""
215.528854166667,854.6439,2.030747,"101443A",0.00011829,30.79881,"Y","Y","",""
215.528912037037,859.5124,2.030458,"101443A",0.00011829,30.80243,"Y","Y","",""
215.528969907407,864.1486,2.031103,"101443A",0.00011829,30.80486,"Y","Y","",""
215.529027777778,869.0963,2.031976,"101443A",0.00011829,30.80588,"Y","Y","",""
215.529085648148,873.1524,2.031719,"101443A",0.00011829,30.80731,"Y","Y","",""
215.529143518519,877.8888,2.031981,"101443A",0.00011829,30.80543,"Y","Y","",""
215.529189814815,882.3839,2.031672,"101443A",0.00011829,30.8022,"Y","Y","",""
215.529247685185,886.6184,2.032345,"101443A",0.00011829,30.80986,"Y","Y","",""
215.529305555556,890.9751,2.031402,"101443A",0.00011829,30.80797,"Y","Y","",""
215.529363425926,895.2149,2.031533,"101443A",0.00011829,30.80453,"Y","Y","",""
215.529421296296,899.7351,2.03229,"101443A",0.00011829,30.8,"Y","Y","",""
215.529479166667,903.9527,2.03276,"101443A",0.00011829,30.80095,"Y","Y","",""
215.529537037037,908.2396,2.033167,"101443A",0.00011829,30.79807,"Y","Y","",""
215.529594907407,912.4686,2.032894,"101443A",0.00011829,30.79787,"Y","Y","",""
215.529652777778,916.6492,2.03347,"101443A",0.00011829,30.80387,"Y","Y","",""
215.529699074074,920.7989,2.03308,"101443A",0.00011829,30.80807,"Y","Y","",""
215.529756944444,924.6979,2.0336,"101443A",0.00011829,30.80324,"Y","Y","",""
215.529814814815,928.9744,2.032867,"101443A",0.00011829,30.8044,"Y","Y","",""
